LaptopID,Company,Product,TypeName,Inches,ScreenResolution,RAM,OS,Weight,Price in Rs,SSD_GB,HDD_GB,Flash_GB,Has_SSD,Has_HDD,Has_Flash,Storage_Performance_Score,Storage_Class,GPU_Brand_intel,GPU_Brand_nvidia,GPU_Brand_other,Dedicated_GPU,GPU_Performance_Tier,GPU_Usage_Class,GPU_Strength_Score,CPU_Brand_intel,CPU_Brand_other,CPU_Performance_Tier,CPU_Usage_Class,CPU_Strength_Score,Overall_Performance_Score,Price_Raw
348,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,0.09209943068976037,-0.5834595813726059,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,2,2,2.498712169424574,True,False,2,2,-0.8925079675285653,67.03999999999999,77328.0
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1.4987674542268743,Windows,-0.960185308532718,1.3958152489444382,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,108.4,226692.0
350,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,-0.07519506268436271,Windows,-1.2608380911677117,0.6516193619127224,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,170532.0
351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,1.4987674542268743,Windows,0.5430786046422508,0.0076036904429683475,256,2048,0,1,1,0,2.9598302625049384,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,180.88000000000002,121932.0
352,HP,Stream 14-AX001nv,Notebook,14.0,1366x768,-1.2556669503677904,Windows,-0.9000547520057193,-1.208870355666567,0,0,32,0,0,1,-1.5356261085714138,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,7.520000000000001,30132.0
353,Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,1.4987674542268743,Windows,-0.23861863020873306,0.6930653482366425,768,0,0,1,0,0,2.414926459950229,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,159.60000000000002,173659.68
354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,-0.8621763211399812,Windows,-0.809858917215221,-1.0714803457530195,0,0,32,0,0,1,-1.5356261085714138,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,7.520000000000001,40500.0
355,Dell,Inspiron 5570,Ultrabook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,-0.20855335194523364,-0.6593103160123769,0,1024,0,0,1,0,-0.03714065154596318,1,False,False,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,67.03999999999999,71604.0
356,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,1.4987674542268743,Windows,0.03196887416276157,1.293373822802649,512,0,0,1,0,0,1.0526669535634556,3,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,109.2,218961.36
357,HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,-0.29874918673573153,0.2580542293478727,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,140832.0
358,MSI,GP72MVR 7RFX,Gaming,17.3,Full HD 1920x1080,-0.07519506268436271,Windows,0.9940577785947418,0.4083245526908153,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,93.84,152172.0
359,HP,Zbook 15,Workstation,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.8437313872772447,0.8795579752349173,256,0,0,1,0,0,-0.30959255282331777,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,187733.16
360,Toshiba,Tecra A50-C-21G,Notebook,15.6,IPS Panel Full HD 1920x1080,1.4987674542268743,Windows,0.5430786046422508,0.39973767707121854,512,0,0,1,0,0,1.0526669535634556,3,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,109.2,151524.0
361,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,-0.02816168236423723,-0.21866048213340528,128,2048,0,1,1,0,2.2787005093115513,2,False,False,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,155.28,104857.2
362,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,-0.8621763211399812,No OS,0.24242582200725737,-1.1473453918521566,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,63.839999999999996,34774.92
363,Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.9188945829359929,-0.1784452813149606,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,67.03999999999999,107892.0
364,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,-0.07519506268436271,Windows,0.48294804811525194,-0.8104822612953771,0,2048,0,0,1,0,1.597570756118165,1,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,127.67999999999999,60195.96
365,Dell,Latitude 7480,Notebook,14.0,Full HD 1920x1080,-0.07519506268436271,Windows,-1.0203158650597164,0.43408517954960546,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,154116.0
366,HP,250 G6,Notebook,15.6,1366x768,-0.8621763211399812,Windows,-0.2686839084722321,-0.9798870058106545,0,500,0,0,1,0,-0.8736531296865911,1,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,33.6,47412.0
367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Full HD 1920x1080,-0.07519506268436271,Windows,-0.058226960627736635,-0.25572716189133105,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,102060.0
368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,-0.46868569191217196,Windows,1.1443841699122381,-0.5791661435628075,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,2,2,2.498712169424574,True,False,3,2,0.03045860524105415,93.84,77652.0
369,HP,250 G6,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,-0.2686839084722321,-0.6936578184907638,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,66.24,69012.0
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,-0.07519506268436271,No OS,0.24242582200725737,-0.8940182496146872,256,0,0,1,0,0,-0.30959255282331777,2,False,True,False,1,2,2,2.498712169424574,True,False,2,2,-0.8925079675285653,56.800000000000004,53892.0
371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,1366x768,-0.07519506268436271,Windows,0.0019035958992621705,-1.051444302640627,0,2048,0,0,1,0,1.597570756118165,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,125.28,42012.0
372,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,-0.07519506268436271,Windows,1.1443841699122381,-0.0553667307674076,128,1024,0,1,1,0,0.6439891016474235,2,False,False,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,92.64,117180.0
373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,No OS,0.5430786046422508,-0.45036300926885675,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,92.64,87372.0
374,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.4378501307200032,-0.3215598749749059,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,97092.0
375,HP,Elitebook 1040,Ultrabook,14.0,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,-1.0203158650597164,0.8963453170712289,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,189000.0
376,Asus,ZenBook Flip,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,0.7117861957712558,Windows,0.3326216567977549,-0.03533068765501525,512,2048,0,1,1,0,4.322089768891712,3,False,True,False,1,2,2,2.498712169424574,True,False,4,3,0.9534251780106736,233.28000000000003,118692.0
377,Acer,Aspire 3,Notebook,15.6,1366x768,-0.8621763211399812,Windows,0.09209943068976037,-0.9984919029864474,128,0,0,1,0,0,-0.9907223060167045,2,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,28.8,46008.0
378,Asus,Rog Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,1.4987674542268743,Windows,1.8208529308409742,1.5389298426043834,256,1024,0,1,1,0,1.3251188548408106,2,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,115.84000000000002,237492.0
379,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,-0.8621763211399812,Windows,0.8437313872772447,-0.9083297089806818,128,0,0,1,0,0,-0.9907223060167045,2,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,28.8,52812.0
380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,-0.07519506268436271,Windows,-0.6294672476342246,-0.3644799416135235,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,93853.08
381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,-0.19352071281348393,-0.9083440204400478,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,54.400000000000006,52810.92
382,Lenovo,Yoga 11e,Netbook,11.6,IPS Panel 1366x768,-0.8621763211399812,Windows,-0.6745651650294737,-0.8167363690383168,128,0,0,1,0,0,-0.9907223060167045,2,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,28.0,59724.0
383,Dell,Inspiron 3552,Notebook,15.6,1366x768,-0.8621763211399812,Windows,-0.3588797432627303,-1.1659359775685834,0,500,0,0,1,0,-0.8736531296865911,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,32.4,33372.0
384,Asus,VivoBook E403NA,Notebook,14.0,1366x768,-0.8621763211399812,Windows,-0.809858917215221,-1.1988523341103707,0,0,32,0,0,1,-1.5356261085714138,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,7.520000000000001,30888.0
385,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Linux,0.5430786046422508,-0.39741060961467695,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,68.24,91368.0
386,HP,Omen 17-w212nv,Gaming,17.3,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,1.9711793221584712,0.09633473851213445,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,93.84,128628.0
387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,No OS,-0.2837165476039818,-1.030692686559935,128,0,0,1,0,0,-0.9907223060167045,2,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,29.200000000000003,43578.0
388,Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,0.39275221332475374,0.7603864530942808,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,93.84,178740.0
389,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,-0.809858917215221,-0.03533068765501525,256,0,0,1,0,0,-0.30959255282331777,2,False,True,False,1,2,2,2.498712169424574,True,False,3,2,0.03045860524105415,58.0,118692.0
390,Asus,Zenbook Flip,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,1.4987674542268743,Windows,-1.4111644824852083,0.8947710565409697,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,108.4,188881.2
391,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,-0.07519506268436271,Windows,-1.3660665650899597,1.657714955342138,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,108.4,246456.0
392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,-0.8621763211399812,Windows,-0.809858917215221,-0.8224609527847146,128,0,0,1,0,0,-0.9907223060167045,2,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,29.200000000000003,59292.0
393,Dell,Precision 3510,Workstation,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.28752373940250614,0.35107871522683715,0,500,0,0,1,0,-0.8736531296865911,1,False,False,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,35.6,147852.0
394,Dell,Precision 5520,Workstation,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,-0.058226960627736635,1.4473365026620184,256,0,0,1,0,0,-0.30959255282331777,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,230580.0
395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,1.4987674542268743,Windows,-0.9301200302692186,1.982585082950214,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,108.4,270972.0
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,Full HD 1920x1080,-0.07519506268436271,Windows,1.4450369525472322,-0.12119944385098246,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,68.24,112212.0
397,Asus,Rog GL753VE-GC070T,Gaming,17.3,Full HD 1920x1080,1.4987674542268743,Windows,1.4450369525472322,0.6687931131519158,256,1024,0,1,1,0,1.3251188548408106,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,119.44000000000001,171828.0
399,Acer,Aspire 5,Notebook,15.6,IPS Panel 1366x768,0.7117861957712558,Windows,0.24242582200725737,-0.6149591034371599,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,2,2,2.498712169424574,True,False,3,2,0.03045860524105415,68.24,74950.92
400,MSI,Leopard GP72M,Gaming,17.3,Full HD 1920x1080,-0.07519506268436271,Windows,0.9940577785947418,0.32245579649484807,256,0,0,1,0,0,-0.30959255282331777,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,145692.0
401,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Linux,0.4378501307200032,-0.49348343633859815,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,84117.96
402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,-0.19352071281348393,-0.8940182496146872,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,54.400000000000006,53892.0
403,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,0.09209943068976037,0.15151972582740952,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,132792.48
404,Lenovo,ThinkPad L470,Notebook,14.0,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,-0.20855335194523364,-0.26574518344752723,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,101304.0
405,Dell,Precision M5520,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,-0.07519506268436271,Windows,-0.38894502152622973,2.273107708079903,256,0,0,1,0,0,-0.30959255282331777,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,292896.0
406,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,1.4987674542268743,Windows,-1.3660665650899597,2.148598011595751,1024,0,0,1,0,0,3.777185966337002,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,210.8,283500.0
407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,-0.8621763211399812,Windows,0.24242582200725737,-1.1702294153783819,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,63.839999999999996,33048.0
408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,1.4987674542268743,Windows,1.2947105612297352,0.5800620650827497,256,1024,0,1,1,0,1.3251188548408106,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,119.44000000000001,165132.0
409,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,0.09209943068976037,0.029786452460259873,256,1024,0,1,1,0,1.3251188548408106,2,False,False,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,118.24000000000001,123606.0
410,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Linux,0.6934049959597477,-0.350182793706895,256,0,0,1,0,0,-0.30959255282331777,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,94932.0
411,MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,1.4987674542268743,Windows,1.1443841699122381,1.610487139434356,256,1024,0,1,1,0,1.3251188548408106,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,119.44000000000001,242892.0
412,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,-0.07519506268436271,Windows,-1.4111644824852083,1.0723762672729615,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,108.4,202284.0
413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Full HD 1920x1080,1.4987674542268743,Windows,-1.2608380911677117,0.8920518792614305,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,108.4,188676.0
414,Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,-0.07519506268436271,Windows,-1.0203158650597164,0.7961651015092671,512,0,0,1,0,0,1.0526669535634556,3,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,108.4,181440.0
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,0.24242582200725737,-1.022821383908638,0,500,0,0,1,0,-0.8736531296865911,1,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,33.6,44172.0
416,Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,-1.2556669503677904,Windows,-1.3360012868264601,-1.172447691580111,0,0,32,0,0,1,-1.5356261085714138,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,7.520000000000001,32880.6
417,Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.9489598611994924,1.1467958559761333,512,0,0,1,0,0,1.0526669535634556,3,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,109.2,207900.0
418,Lenovo,Thinkpad T470p,Ultrabook,14.0,IPS Panel Full HD 2560x1440,-0.07519506268436271,Windows,-0.5092061345802273,1.1725564828349233,512,0,0,1,0,0,1.0526669535634556,3,False,True,False,1,2,2,2.498712169424574,True,False,4,3,0.9534251780106736,110.4,209844.0
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Windows,0.09209943068976037,-0.9369526277126708,0,1024,0,0,1,0,-0.03714065154596318,1,False,False,False,1,1,1,0.5432635467457632,True,False,2,2,-0.8925079675285653,65.84,50652.0
420,Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,-0.07519506268436271,Windows,-0.659532525897724,-0.4789716165414798,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,85213.08
421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,-0.07519506268436271,Windows,-1.1556096172454637,-0.2800566428135218,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,56.0,100224.0
422,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,-0.8621763211399812,Linux,0.39275221332475374,-0.751046770548402,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,True,False,3,2,0.03045860524105415,56.800000000000004,64681.2
423,Dell,Latitude 3380,Notebook,13.3,1366x768,-0.8621763211399812,Windows,-0.5843693302389759,-0.6221005216607911,128,0,0,1,0,0,-0.9907223060167045,2,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,29.200000000000003,74412.0
424,HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,-0.07519506268436271,Windows,-0.915087391137469,0.5385588329213655,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,162000.0
425,Dell,Inspiron 3567,Notebook,15.6,1366x768,-0.07519506268436271,Windows,0.15222998721675918,-0.8354128235109397,0,1024,0,0,1,0,-0.03714065154596318,1,True,False,False,0,1,1,-0.7603688683734442,True,False,3,2,0.03045860524105415,66.24,58314.6
426,Lenovo,ThinkPad E480,Ultrabook,14.0,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,-0.4340429389214788,0.13122607644642922,256,0,0,1,0,0,-0.30959255282331777,2,False,False,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,58.0,131261.04
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1.4987674542268743,Windows,-0.058226960627736635,1.1095860616245474,512,0,0,1,0,0,1.0526669535634556,3,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,109.2,205092.0
428,Chuwi,LapBook 12.3,Notebook,12.3,IPS Panel Retina Display 2736x1824,-0.46868569191217196,Windows,-0.960185308532718,-0.9655755464446599,0,0,64,0,0,1,-1.3994001579327366,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,12.640000000000002,48492.0
429,HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,0.40778485245650375,0.43408517954960546,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,154116.0
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Linux,0.39275221332475374,-0.7537659478279408,0,1024,0,0,1,0,-0.03714065154596318,1,False,True,False,1,2,2,2.498712169424574,True,False,2,2,-0.8925079675285653,67.03999999999999,64476.0
431,Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,1.4987674542268743,Windows,3.579671709255688,2.3976174045640555,256,1024,0,1,1,0,1.3251188548408106,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,119.44000000000001,302292.0
432,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,0.8737966655407442,0.05053806854095195,128,1024,0,1,1,0,0.6439891016474235,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,93.84,125172.0
433,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,-0.07519506268436271,Windows,-0.02816168236423723,0.026781045993400983,256,2048,0,1,1,0,2.9598302625049384,2,False,False,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,180.88000000000002,123379.2
434,Dell,Latitude 5480,Ultrabook,14.0,Full HD 1920x1080,-0.07519506268436271,Linux,-0.659532525897724,-0.03533068765501525,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,118692.0
435,HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,0.7117861957712558,Windows,1.9711793221584712,1.2527006552844928,256,1024,0,1,1,0,1.3251188548408106,2,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,119.44000000000001,215892.0
436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,-0.8621763211399812,Windows,-1.3209686476947105,-1.180247436934578,32,0,0,1,0,0,-1.5015696209117444,2,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,8.8,32292.0
437,Samsung,Chromebook 3,Netbook,11.6,1366x768,-0.8621763211399812,Chrome OS,-1.3360012868264601,-1.2231818150325615,0,0,16,0,0,1,-1.6037390838907524,1,True,False,False,0,1,1,-0.7603688683734442,True,False,1,1,-1.815474540298185,4.960000000000001,29052.0
438,Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,-0.07519506268436271,Windows,-0.960185308532718,-0.1627026760123666,256,0,0,1,0,0,-0.30959255282331777,2,True,False,False,0,1,1,-0.7603688683734442,True,False,4,3,0.9534251780106736,57.2,109080.0
439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,-0.8621763211399812,Windows,-0.5092061345802273,-0.750903655954742,128,0,0,1,0,0,-0.9907223060167045,2,True,False,False,0,1,1,-0.7603688683734442,True,False,2,2,-0.8925079675285653,29.200000000000003,64692.0
440,Lenovo,Thinkpad T570,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,1.4987674542268743,Windows,0.39275221332475374,1.8909917430078491,512,0,0,1,0,0,1.0526669535634556,3,False,True,False,1,2,2,2.498712169424574,True,False,4,3,0.9534251780106736,110.4,264060.0
441,Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,1.4987674542268743,Windows,0.6934049959597477,1.896716326754247,512,0,0,1,0,0,1.0526669535634556,3,False,True,False,1,1,1,0.5432635467457632,True,False,4,3,0.9534251780106736,109.2,264492.0
442,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,-0.07519506268436271,Windows,1.7456897351822263,0.8176322905582589,256,1024,0,1,1,0,1.3251188548408106,2,False,False,False,1,1,1,0.5432635467457632,False,False,1,1,-1.815474540298185,115.84000000000002,183060.0
